gene	chromosome	start	end	strand	length
tetur04g90908	chromosome_3	13052001	13052223	-	223
tetur04g02190	chromosome_3	13052269	13052945	+	677
tetur04g90909	chromosome_3	13054139	13054773	+	635
tetur04g02200	chromosome_3	13055776	13057572	+	1797
tetur04g02210	chromosome_3	13058175	13060303	+	2129
tetur04g02220	chromosome_3	13060708	13063296	-	2589
tetur04g02230	chromosome_3	13064866	13065620	+	755
tetur04g02240	chromosome_3	13066325	13067982	+	1658
tetur04g02250	chromosome_3	13069030	13071053	+	2024
tetur04g02260	chromosome_3	13071704	13076041	+	4338
tetur04g02270	chromosome_3	13076449	13077279	+	831
tetur04g02280	chromosome_3	13077573	13079317	-	1745
tetur04g02290	chromosome_3	13079899	13081223	-	1325
tetur04g02300	chromosome_3	13082481	13083839	+	1359
tetur04g02310	chromosome_3	13089687	13092220	-	2534
tetur04g02320	chromosome_3	13093355	13095218	+	1864
tetur04g02330	chromosome_3	13097049	13101474	-	4426
tetur04g02340	chromosome_3	13102006	13102458	+	453
tetur04g02350	chromosome_3	13105609	13107152	+	1544
tetur04g02360	chromosome_3	13110562	13110947	-	386
tetur04g02370	chromosome_3	13111635	13121374	+	9740
tetur04g02380	chromosome_3	13122459	13123485	-	1027
tetur04g02390	chromosome_3	13123866	13133400	-	9535
tetur04g09493	chromosome_3	13127298	13128597	+	1300
tetur04g09494	chromosome_3	13127298	13129409	+	2112
tetur04g02410	chromosome_3	13136957	13143787	-	6831
tetur04g02420	chromosome_3	13147460	13148817	+	1358
tetur04g02430	chromosome_3	13148914	13150265	-	1352
tetur04g02440	chromosome_3	13153586	13155456	+	1871
tetur04g02450	chromosome_3	13156133	13164866	-	8734
tetur04g02460	chromosome_3	13165479	13165714	-	236
tetur04g92200	chromosome_3	13165775	13165930	-	156
tetur04g02470	chromosome_3	13167301	13167746	+	446
tetur04g02480	chromosome_3	13167795	13169131	-	1337
tetur04g02490	chromosome_3	13170757	13171146	-	390
tetur04g02500	chromosome_3	13172222	13172941	+	720
tetur04g02510	chromosome_3	13173924	13175689	+	1766
tetur04g02520	chromosome_3	13176200	13177326	+	1127
tetur04g02530	chromosome_3	13178170	13180090	-	1921
tetur04g92201	chromosome_3	13181101	13181799	-	699
tetur11g00010	chromosome_3	13219435	13219709	+	275
tetur11g90912	chromosome_3	13231328	13231648	-	321
tetur11g90913	chromosome_3	13232120	13232806	-	687
tetur11g90914	chromosome_3	13240351	13242780	-	2430
tetur11g00020	chromosome_3	13245417	13246631	-	1215
tetur11g00040	chromosome_3	13279701	13280902	-	1202
tetur11g90915	chromosome_3	13281370	13281528	-	159
tetur11g90916	chromosome_3	13282521	13290566	+	8046
tetur11g00050	chromosome_3	13296046	13296473	-	428
tetur11g90917	chromosome_3	13310745	13316035	+	5291
tetur11g90918	chromosome_3	13318909	13319345	-	437
tetur11g00060	chromosome_3	13325947	13327744	-	1798
tetur11g00070	chromosome_3	13328227	13335229	-	7003
tetur11g00080	chromosome_3	13329994	13331428	+	1435
tetur11g00100	chromosome_3	13332303	13332619	+	317
tetur11g00130	chromosome_3	13337592	13342160	-	4569
tetur11g00140	chromosome_3	13342153	13342992	-	840
tetur11g00150	chromosome_3	13349555	13351865	+	2311
tetur11g00160	chromosome_3	13358640	13358793	+	154
tetur11g06371	chromosome_3	13373776	13374383	+	608
tetur11g00170	chromosome_3	13374673	13375805	-	1133
tetur11g00180	chromosome_3	13376613	13379882	+	3270
tetur11g00190	chromosome_3	13380284	13382009	-	1726
tetur11g00200	chromosome_3	13382898	13383220	+	323
tetur11g00210	chromosome_3	13383343	13383780	-	438
tetur11g00220	chromosome_3	13384343	13386424	-	2082
tetur11g00230	chromosome_3	13386581	13386649	-	69
tetur11g00240	chromosome_3	13387448	13388161	+	714
tetur11g00250	chromosome_3	13389001	13389196	+	196
tetur11g00260	chromosome_3	13394120	13397289	+	3170
tetur11g00270	chromosome_3	13397767	13398108	+	342
tetur11g00280	chromosome_3	13398290	13399393	+	1104
tetur11g00290	chromosome_3	13400954	13417331	+	16378
tetur11g00300	chromosome_3	13415948	13417331	+	1384
tetur11g00310	chromosome_3	13418938	13420664	-	1727
tetur11g00320	chromosome_3	13422750	13429158	-	6409
tetur11g00330	chromosome_3	13430692	13432273	+	1582
tetur11g00350	chromosome_3	13433082	13440619	+	7538
tetur11g00340	chromosome_3	13433287	13433609	-	323
tetur11g00360	chromosome_3	13440507	13443298	-	2792
tetur11g00370	chromosome_3	13445134	13445515	+	382
tetur11g00380	chromosome_3	13447408	13447631	+	224
tetur11g00390	chromosome_3	13450982	13451327	-	346
tetur11g00400	chromosome_3	13453467	13455408	-	1942
tetur11g00410	chromosome_3	13457854	13458971	-	1118
tetur11g00420	chromosome_3	13460212	13461608	+	1397
tetur11g90921	chromosome_3	13464079	13465572	+	1494
tetur11g06470	chromosome_3	13467125	13468330	+	1206
tetur11g00430	chromosome_3	13470002	13478903	+	8902
tetur11g00440	chromosome_3	13478987	13489339	-	10353
tetur11g06380	chromosome_3	13484662	13486167	+	1506
tetur11g00450	chromosome_3	13492233	13493426	-	1194
tetur11g00460	chromosome_3	13494955	13496088	-	1134
tetur11g00470	chromosome_3	13499881	13501942	+	2062
tetur11g00480	chromosome_3	13503052	13504260	+	1209
tetur11g00490	chromosome_3	13506368	13511855	+	5488
tetur11g00500	chromosome_3	13515331	13516541	-	1211
tetur11g00510	chromosome_3	13516731	13517939	-	1209
tetur11g00520	chromosome_3	13519710	13522376	-	2667
tetur11g00530	chromosome_3	13525338	13526858	-	1521
tetur11g00540	chromosome_3	13528337	13530406	+	2070
tetur11g00550	chromosome_3	13531212	13533504	+	2293
tetur11g00560	chromosome_3	13538035	13545068	+	7034
tetur11g00570	chromosome_3	13545571	13546496	-	926
tetur11g00580	chromosome_3	13547413	13550410	+	2998
tetur11g00590	chromosome_3	13550567	13552557	-	1991
tetur11g00600	chromosome_3	13558979	13561962	+	2984
tetur11g00610	chromosome_3	13566039	13567040	+	1002
tetur11g00620	chromosome_3	13572761	13572844	-	84
tetur11g00630	chromosome_3	13574452	13576674	+	2223
tetur11g00640	chromosome_3	13576850	13577112	+	263
tetur11g00650	chromosome_3	13579539	13581865	+	2327
tetur11g00660	chromosome_3	13587927	13588347	+	421
tetur11g00670	chromosome_3	13602663	13605003	+	2341
tetur11g00680	chromosome_3	13606403	13610099	+	3697
tetur11g00690	chromosome_3	13621404	13623046	-	1643
tetur11g00700	chromosome_3	13624238	13625607	-	1370
tetur11g00710	chromosome_3	13636415	13637602	-	1188
tetur11g00720	chromosome_3	13638230	13641225	-	2996
tetur11g00730	chromosome_3	13641866	13644772	-	2907
tetur11g90922	chromosome_3	13645428	13646055	-	628
tetur11g90923	chromosome_3	13646100	13646809	-	710
tetur11g00740	chromosome_3	13648111	13650628	-	2518
tetur11g00750	chromosome_3	13658361	13659206	-	846
tetur11g00760	chromosome_3	13660044	13662247	-	2204
tetur11g00770	chromosome_3	13663178	13666175	-	2998
tetur11g00780	chromosome_3	13666459	13670184	-	3726
tetur11g00790	chromosome_3	13672875	13673090	+	216
tetur11g00800	chromosome_3	13676148	13676934	-	787
tetur11g00810	chromosome_3	13678488	13681189	-	2702
tetur11g00820	chromosome_3	13682129	13686235	-	4107
tetur11g00830	chromosome_3	13686964	13689724	-	2761
tetur11g00840	chromosome_3	13693118	13694559	-	1442
tetur11g00850	chromosome_3	13698956	13701543	-	2588
tetur11g00860	chromosome_3	13703545	13705198	-	1654
tetur11g00870	chromosome_3	13705837	13708790	-	2954
tetur11g00880	chromosome_3	13709325	13711205	-	1881
tetur11g00890	chromosome_3	13711456	13711900	-	445
tetur11g90924	chromosome_3	13713181	13713772	-	592
tetur11g00900	chromosome_3	13714628	13717691	-	3064
tetur11g00910	chromosome_3	13718346	13721222	-	2877
tetur11g00920	chromosome_3	13721868	13725077	-	3210
tetur11g00930	chromosome_3	13726471	13729210	-	2740
tetur11g90925	chromosome_3	13729527	13730766	-	1240
tetur11g00940	chromosome_3	13730893	13733682	-	2790
tetur11g90926	chromosome_3	13731805	13732699	+	895
tetur11g00950	chromosome_3	13734072	13736291	-	2220
tetur11g00960	chromosome_3	13738213	13740210	-	1998
tetur11g00970	chromosome_3	13740324	13740995	-	672
tetur11g00980	chromosome_3	13742206	13743418	-	1213
tetur11g00990	chromosome_3	13744909	13745628	-	720
tetur11g01000	chromosome_3	13748483	13751149	-	2667
tetur11g90927	chromosome_3	13749540	13750002	+	463
tetur11g01010	chromosome_3	13750609	13751149	-	541
tetur11g01020	chromosome_3	13752860	13754713	-	1854
tetur11g01030	chromosome_3	13754995	13755535	-	541
tetur11g01040	chromosome_3	13756520	13759192	-	2673
tetur11g90928	chromosome_3	13759598	13759960	-	363
tetur11g01050	chromosome_3	13760285	13762783	-	2499
tetur11g90929	chromosome_3	13762896	13763483	+	588
tetur11g01060	chromosome_3	13764633	13768438	-	3806
tetur11g01070	chromosome_3	13769624	13769913	-	290
tetur11g01080	chromosome_3	13770758	13773024	+	2267
tetur11g01090	chromosome_3	13776001	13776547	+	547
tetur11g01100	chromosome_3	13776727	13778838	+	2112
tetur11g01110	chromosome_3	13779386	13782487	+	3102
tetur11g01120	chromosome_3	13780277	13782487	+	2211
tetur11g01130	chromosome_3	13783392	13784717	+	1326
tetur11g06502	chromosome_3	13786130	13788013	+	1884
tetur11g01150	chromosome_3	13788897	13791476	+	2580
tetur11g01160	chromosome_3	13792714	13793267	+	554
tetur11g01170	chromosome_3	13793761	13795653	+	1893
tetur11g01180	chromosome_3	13796169	13799153	+	2985
tetur11g01190	chromosome_3	13799836	13800373	+	538
tetur11g01200	chromosome_3	13800628	13802622	+	1995
tetur11g01210	chromosome_3	13803679	13805456	+	1778
tetur11g01220	chromosome_3	13804642	13805456	+	815
tetur11g90930	chromosome_3	13805561	13805893	+	333
tetur11g01230	chromosome_3	13806179	13807662	+	1484
tetur11g01250	chromosome_3	13807920	13809392	+	1473
tetur11g01270	chromosome_3	13811917	13814875	+	2959
tetur11g01280	chromosome_3	13816151	13816565	-	415
tetur11g90931	chromosome_3	13820987	13821706	+	720
tetur11g01290	chromosome_3	13824110	13825936	+	1827
tetur11g01300	chromosome_3	13826730	13838348	+	11619
tetur11g01310	chromosome_3	13831788	13838348	+	6561
tetur11g01320	chromosome_3	13838830	13840483	+	1654
tetur11g01330	chromosome_3	13840628	13841299	-	672
tetur11g01340	chromosome_3	13844039	13847279	+	3241
tetur11g90932	chromosome_3	13847341	13847847	-	507
tetur11g01350	chromosome_3	13848282	13850962	-	2681
tetur11g01360	chromosome_3	13851842	13852810	-	969
tetur11g01370	chromosome_3	13853731	13855543	-	1813
tetur11g01380	chromosome_3	13859381	13863531	-	4151
tetur11g01390	chromosome_3	13868937	13872841	+	3905
tetur11g01400	chromosome_3	13873022	13874172	-	1151
tetur11g01410	chromosome_3	13874228	13875090	+	863
tetur11g06390	chromosome_3	13877745	13878769	+	1025
tetur11g06400	chromosome_3	13885650	13886678	+	1029
tetur11g01420	chromosome_3	13886910	13887082	-	173
tetur11g06410	chromosome_3	13887876	13888949	+	1074
tetur11g01430	chromosome_3	13889563	13890790	+	1228
tetur11g01440	chromosome_3	13891269	13895256	-	3988
tetur11g01450	chromosome_3	13896424	13898079	+	1656
tetur11g01470	chromosome_3	13899253	13904639	-	5387
tetur11g01480	chromosome_3	13906880	13909747	+	2868
tetur11g90935	chromosome_3	13914006	13915991	+	1986
tetur11g90936	chromosome_3	13916133	13916348	+	216
tetur11g01500	chromosome_3	13916529	13918474	-	1946
tetur11g01510	chromosome_3	13918658	13919201	-	544
tetur11g01520	chromosome_3	13921528	13922554	+	1027
tetur11g01530	chromosome_3	13923719	13924038	-	320
tetur11g01540	chromosome_3	13924747	13927534	-	2788
tetur11g90937	chromosome_3	13928285	13928776	-	492
tetur11g90938	chromosome_3	13929119	13929268	-	150
tetur11g01550	chromosome_3	13930984	13932480	+	1497
tetur11g01560	chromosome_3	13932755	13934552	-	1798
tetur11g01570	chromosome_3	13937349	13939037	-	1689
tetur11g90939	chromosome_3	13942228	13942804	+	577
tetur11g01580	chromosome_3	13943460	13952018	+	8559
tetur11g01590	chromosome_3	13953930	13956564	-	2635
tetur11g01600	chromosome_3	13958214	13959513	+	1300
tetur11g01610	chromosome_3	13959572	13962067	-	2496
tetur11g01620	chromosome_3	13968882	13969859	+	978
tetur11g01630	chromosome_3	13970981	13972834	-	1854
tetur11g01640	chromosome_3	13973619	13978225	-	4607
tetur11g01650	chromosome_3	13980250	13982602	-	2353
tetur11g01660	chromosome_3	13983192	13983780	+	589
tetur11g01670	chromosome_3	13984247	13985958	-	1712
tetur11g01680	chromosome_3	13988453	13989243	+	791
tetur11g01690	chromosome_3	13990095	13991953	+	1859
tetur11g01700	chromosome_3	13993711	13995996	+	2286
tetur11g01710	chromosome_3	13996328	13997672	-	1345
tetur11g90940	chromosome_3	13997873	13998028	+	156
tetur11g01720	chromosome_3	13999422	13999715	-	294
tetur11g01730	chromosome_3	14000133	14000869	-	737
tetur11g01740	chromosome_3	14000896	14004849	+	3954
tetur11g01750	chromosome_3	14005336	14008183	-	2848
tetur11g01760	chromosome_3	14008369	14008972	-	604
tetur11g01770	chromosome_3	14012662	14014895	-	2234
tetur11g01790	chromosome_3	14015030	14017078	-	2049
tetur11g01800	chromosome_3	14018210	14020870	-	2661
tetur11g01810	chromosome_3	14022175	14027867	-	5693
tetur11g90941	chromosome_3	14028317	14028505	-	189
tetur11g01820	chromosome_3	14029650	14032813	+	3164
tetur11g01830	chromosome_3	14033546	14035631	-	2086
tetur11g01840	chromosome_3	14037140	14037454	-	315
tetur11g01850	chromosome_3	14037498	14040374	-	2877
tetur11g90942	chromosome_3	14042121	14042508	-	388
tetur11g01860	chromosome_3	14042684	14044183	-	1500
tetur11g01870	chromosome_3	14045759	14046751	+	993
tetur11g90943	chromosome_3	14048638	14049309	+	672
tetur11g01880	chromosome_3	14052026	14052474	-	449
tetur11g01890	chromosome_3	14053910	14060227	+	6318
tetur11g01900	chromosome_3	14061204	14069052	+	7849
tetur11g01910	chromosome_3	14069956	14071350	-	1395
tetur11g01920	chromosome_3	14073069	14073703	-	635
tetur11g90944	chromosome_3	14073969	14074175	-	207
tetur11g01930	chromosome_3	14077241	14077990	-	750
tetur11g01940	chromosome_3	14079049	14081300	-	2252
tetur11g90945	chromosome_3	14083882	14084578	-	697
tetur11g01950	chromosome_3	14084413	14086169	+	1757
tetur11g01960	chromosome_3	14089149	14095671	-	6523
tetur11g01970	chromosome_3	14096926	14099484	-	2559
tetur11g01980	chromosome_3	14101162	14103624	+	2463
tetur11g01990	chromosome_3	14105245	14106665	-	1421
tetur11g02000	chromosome_3	14108612	14110550	+	1939
tetur11g06460	chromosome_3	14112080	14113759	+	1680
tetur11g02030	chromosome_3	14113927	14114166	+	240
tetur11g02040	chromosome_3	14114234	14114342	-	109
tetur11g02050	chromosome_3	14115246	14118232	+	2987
tetur11g02060	chromosome_3	14118568	14124199	-	5632
tetur11g02070	chromosome_3	14127262	14128828	-	1567
tetur11g02080	chromosome_3	14129059	14129384	+	326
tetur11g02090	chromosome_3	14129513	14138123	-	8611
tetur11g02100	chromosome_3	14139333	14140094	+	762
tetur11g02110	chromosome_3	14140298	14143204	-	2907
tetur11g02120	chromosome_3	14145166	14152044	+	6879
tetur11g02130	chromosome_3	14151262	14153301	-	2040
tetur11g02140	chromosome_3	14153576	14156990	-	3415
tetur11g02160	chromosome_3	14158532	14160292	+	1761
tetur11g02170	chromosome_3	14163164	14164681	+	1518
tetur11g90949	chromosome_3	14164739	14166160	-	1422
tetur11g02180	chromosome_3	14167295	14168172	+	878
tetur11g90950	chromosome_3	14169701	14169898	+	198
tetur11g02190	chromosome_3	14170969	14172320	+	1352
tetur11g02200	chromosome_3	14174389	14175543	+	1155
tetur11g02210	chromosome_3	14176384	14178463	+	2080
tetur11g02220	chromosome_3	14180258	14181975	-	1718
tetur11g02230	chromosome_3	14182219	14182655	+	437
tetur11g02240	chromosome_3	14183968	14187456	+	3489
tetur11g02250	chromosome_3	14188717	14189501	-	785
tetur11g02260	chromosome_3	14190795	14192502	+	1708
tetur11g02270	chromosome_3	14194053	14194928	+	876
tetur11g02280	chromosome_3	14196192	14199651	-	3460
tetur11g02290	chromosome_3	14200768	14202486	+	1719
tetur11g02300	chromosome_3	14203102	14204445	+	1344
tetur11g02310	chromosome_3	14204476	14206727	-	2252
tetur11g02320	chromosome_3	14208924	14209082	-	159
tetur11g02330	chromosome_3	14219007	14220323	+	1317
tetur11g02340	chromosome_3	14224979	14225102	-	124
tetur11g02360	chromosome_3	14238989	14239470	+	482
tetur11g06492	chromosome_3	14247936	14249195	+	1260
tetur11g02370	chromosome_3	14256929	14257486	+	558
tetur11g02380	chromosome_3	14258570	14266282	-	7713
tetur11g02390	chromosome_3	14270343	14277020	+	6678
tetur11g02400	chromosome_3	14277909	14282060	-	4152
tetur11g02410	chromosome_3	14282522	14283240	+	719
tetur11g02420	chromosome_3	14284719	14285417	-	699
tetur11g90951	chromosome_3	14285673	14285858	-	186
tetur11g02430	chromosome_3	14286123	14287388	+	1266
tetur11g02440	chromosome_3	14287569	14290388	-	2820
tetur11g02460	chromosome_3	14300418	14302878	-	2461
tetur11g02470	chromosome_3	14304611	14304986	+	376
tetur11g02480	chromosome_3	14314634	14317470	-	2837
tetur11g02490	chromosome_3	14319896	14325024	-	5129
tetur11g02500	chromosome_3	14327315	14329541	+	2227
tetur11g02510	chromosome_3	14330197	14331910	+	1714
tetur11g02520	chromosome_3	14331904	14334020	-	2117
tetur11g02530	chromosome_3	14334344	14336161	+	1818
tetur11g02540	chromosome_3	14336136	14339142	-	3007
tetur11g02550	chromosome_3	14339677	14340312	-	636
tetur11g02560	chromosome_3	14340806	14341703	+	898
tetur11g02570	chromosome_3	14342626	14345603	+	2978
tetur11g02580	chromosome_3	14352435	14355052	+	2618
tetur11g02590	chromosome_3	14355611	14356724	-	1114
tetur11g02600	chromosome_3	14357462	14365015	+	7554
tetur11g90953	chromosome_3	14365629	14369796	-	4168
tetur11g02610	chromosome_3	14371151	14374794	+	3644
tetur11g02620	chromosome_3	14380188	14384344	+	4157
tetur11g02640	chromosome_3	14385876	14386904	+	1029
tetur11g06368	chromosome_3	14387171	14388193	+	1023
tetur11g02650	chromosome_3	14392100	14393122	+	1023
tetur11g02660	chromosome_3	14394512	14395401	+	890
tetur11g02670	chromosome_3	14396098	14396410	+	313
tetur11g02680	chromosome_3	14397545	14398574	-	1030
tetur11g02690	chromosome_3	14399114	14399789	-	676
tetur11g02700	chromosome_3	14400046	14400370	+	325
tetur11g02710	chromosome_3	14401047	14403860	+	2814
tetur11g02720	chromosome_3	14403861	14407328	+	3468
tetur11g02730	chromosome_3	14408176	14409910	+	1735
tetur11g02740	chromosome_3	14410158	14411673	-	1516
tetur11g02750	chromosome_3	14412618	14415836	-	3219
tetur11g06430	chromosome_3	14416102	14417811	+	1710
tetur11g02760	chromosome_3	14418128	14420292	+	2165
tetur11g02770	chromosome_3	14420636	14424798	-	4163
tetur11g02780	chromosome_3	14425057	14427276	+	2220
tetur11g02790	chromosome_3	14428008	14429269	-	1262
tetur11g02800	chromosome_3	14429470	14430239	-	770
tetur11g02820	chromosome_3	14430713	14433702	-	2990
tetur11g02830	chromosome_3	14434233	14434800	-	568
tetur11g90955	chromosome_3	14435368	14435664	-	297
tetur11g02840	chromosome_3	14438374	14439707	+	1334
tetur11g02850	chromosome_3	14439957	14441856	+	1900
tetur11g02860	chromosome_3	14441951	14442599	-	649
tetur11g02870	chromosome_3	14443094	14444968	-	1875
tetur11g02880	chromosome_3	14446261	14446567	-	307
tetur11g02890	chromosome_3	14447372	14447913	-	542
tetur11g02900	chromosome_3	14448451	14448823	+	373
tetur11g02910	chromosome_3	14451781	14452505	-	725
tetur11g90956	chromosome_3	14453049	14453750	-	702
tetur11g02920	chromosome_3	14454198	14454774	-	577
tetur11g02930	chromosome_3	14455442	14456195	-	754
tetur11g02940	chromosome_3	14457441	14459290	+	1850
tetur11g90957	chromosome_3	14459871	14460930	-	1060
tetur11g90958	chromosome_3	14461646	14461965	-	320
